Especie,Area_cm2,Circularidad,Relacion_Aspecto,Color_H,Color_S,Color_V,Contraste,Entropia,Homogeneidad,Brillo
V01,52.02749487939384,0.7062294402235907,1.8989310009718172,6.625034276822139,36.09755702289328,189.24265550742314,4.999861397731048,10.246925600263877,0.7535622021076533,189.24265550742314
V01,39.83836444948668,0.6601684451027694,0.5462686567164179,5.297755511159324,22.031294694911285,205.99436321173627,3.844134808756799,7.604628044471234,0.8413826340328041,205.99436321173627
V01,33.4298827913164,0.6087959071893387,0.5301429459291486,5.635966498798024,18.96236116084717,205.03643822328192,4.383483296532704,7.77198922957395,0.8310243004519985,205.03643822328192
V01,22.555203782826613,0.773578907391801,0.6963302752293578,6.394421011378151,26.9208464347907,191.28970363126686,5.212743692320919,8.47774827423711,0.8308522727235756,191.28970363126686
V01,35.46632133296016,0.7744037300014781,0.5579370395177495,8.069776429851938,16.537635402194155,191.44430767177346,4.633010383228077,9.413262995911067,0.8020555241508907,191.44430767177346
V01,37.93924241512771,0.7472066360597537,1.3978065802592223,8.533584616127145,26.890664658486312,184.8460792928404,3.2342112827565304,9.172199996707143,0.8334739596293576,184.8460792928404
V01,40.06394942599739,0.6272591049394498,0.4685777287761852,6.3407726183716715,35.17936060601864,189.40134816989573,5.225700204029471,9.970429422695322,0.7780795150629916,189.40134816989573
V01,32.367691279401754,0.599019922696064,1.7644970414201184,7.651170669166586,27.130463098440178,194.00427994427747,4.958047830715901,8.475777366705227,0.8178510140384226,194.00427994427747
V01,46.684084617941664,0.7532645472128836,0.6915297092288243,7.051377748567315,23.74607257936055,198.01260637744127,4.948199036696677,8.889001382793717,0.7980818174043707,198.01260637744127
V01,38.89235829011146,0.7157203385341018,0.605606258148631,6.405500400001226,26.594774543370246,195.1636268616915,2.6633613692396514,8.420509528735103,0.8480557680905607,195.1636268616915
V01,45.77375303156925,0.6267141223748985,2.0541436464088396,6.006828560618658,24.470133481780305,202.7191882167808,5.106851059662288,8.663124448979103,0.7999342012568,202.7191882167808
V01,42.62873883339518,0.6882157954692927,0.5172804532577904,5.774731405108125,34.261235657056886,195.08374452382273,6.145087837103693,9.495411900869794,0.7687907502426383,195.08374452382273
V01,46.713027460216395,0.8259818866747312,0.6614906832298136,7.597675643125569,26.775932436091587,192.71739714061206,4.016812834758039,9.83521418513403,0.7881448491562184,192.71739714061206
V01,57.41199749713533,0.7014956085362604,0.5004863813229572,5.745610340924305,25.31473139481574,195.0966798119094,3.144558697507384,8.400672595028286,0.8235842322435482,195.0966798119094
V01,45.12367303502914,0.8220926881727024,0.6664548919949174,6.858858938303059,30.482267645866898,195.77024280964028,8.516769594798584,10.273068321104411,0.7421222602359412,195.77024280964028
V01,31.419777196344246,0.6164568369827365,0.5285073670723895,5.531089301450494,19.225368696464802,207.4868271343742,7.565698822973701,7.977821539830561,0.800280367600772,207.4868271343742
V01,47.218627236023124,0.6866523376332663,0.5241716458446496,8.23744393446053,38.06058706994626,177.17324317079232,4.767914644586153,10.376797123952974,0.7794157721891066,177.17324317079232
V01,33.46573735711943,0.5214894309953558,2.032886723507917,6.6032123905103415,27.57465071549896,197.08794801947224,6.586346252120725,8.565983096718313,0.8054753508762533,197.08794801947224
V01,43.193160256312495,0.6875434661322308,0.5177464788732394,6.380065118383648,38.02558732781827,188.6165694481332,6.542297511389698,10.232157869885128,0.7510838348114913,188.6165694481332
V01,44.458401646150804,0.5596386986913672,0.5430283224400871,7.61992641997437,21.70109123933147,200.45348712598772,4.144153938574446,8.287215099203545,0.8430539407357123,200.45348712598772
V01,33.58165272045853,0.7035786947810643,0.5179028132992327,4.650755347975939,25.730035887067118,191.05313780015584,4.826341392436186,8.256498375667128,0.8404961512815599,191.05313780015584
V01,31.647324094377304,0.6718994242393361,0.5588633288227334,6.866093745674021,26.984067111492564,195.04130199248777,4.613394366445112,8.303883095689848,0.8293121748728818,195.04130199248777
V01,26.261219540713892,0.6910277428109722,1.9241379310344828,7.7194193279927985,30.81110049750202,184.67794215786594,5.862653372971986,9.277356464280514,0.8100455000717472,184.67794215786594
V01,59.148208048018816,0.705202394287007,1.9718045112781954,5.469175786356237,33.532342013016084,196.99456644923148,2.0509817927488108,8.47882094518797,0.8467632919076042,196.99456644923148
V01,35.55296986698414,0.8297835881779433,0.652452025586354,8.755601083047882,21.470544074204128,188.72498823700857,8.903905473477156,10.565470983666714,0.7349426587912231,188.72498823700857
V01,26.394414212873727,0.7936882650177618,1.6110381077529565,7.657518526648852,28.57778164669548,190.8962280575594,8.415367165531922,10.12820391399399,0.7488306969973851,190.8962280575594
V01,36.28588255018365,0.6120048476029063,1.8875140607424072,7.2289965261847025,25.48479100807868,196.04037625436328,9.931351240196594,9.753808947972752,0.7523166161283921,196.04037625436328
V01,33.35457380370603,0.6001415198218265,0.5179233621755254,6.126825315032245,21.659988015267707,200.81344888151935,4.995459710629982,8.446421537396683,0.8134107184462402,200.81344888151935
V01,49.394110215833734,0.567893234890369,1.8923988153998026,10.294374882780899,15.952105185073215,189.62756153477943,9.14485846012394,10.725905964793522,0.7240315650615257,189.62756153477943
V01,48.66053155927343,0.6474594045501336,0.4507401735579377,7.7591270872781894,26.552734471651352,189.26474767233321,5.294018633805499,10.346688665152165,0.7690421613828493,189.26474767233321
V01,35.811475526654355,0.691928979941281,1.9085580304806564,6.388957057046299,22.334573197673723,200.4907095260273,3.273723859665555,7.588343959191124,0.8524206740996663,200.4907095260273
V01,35.2061057416879,0.6164380420737396,1.8511363636363636,6.237018353219693,27.10212839225371,200.1109122069712,7.231874261711312,9.138543115267666,0.7777034118626746,200.1109122069712
V01,32.55733169370933,0.7037752376719142,0.509409474367294,6.932835579121861,35.69604100465177,180.48999586929702,6.697806956923962,10.212118859256606,0.7648482268979427,180.48999586929702
V01,26.234742599802118,0.6382472536729998,0.5403111739745403,12.027093432498837,6.844473555530066,204.36139548080578,10.107317097765918,8.560775129638142,0.7766926897926483,204.36139548080578
V01,39.0406363589294,0.5559823823074521,0.6758448060075094,5.659718128678029,21.873415675180144,204.74734935483553,3.134614940432477,7.200326916461983,0.8659661740344122,204.74734935483553
V01,43.91077355149364,0.6867514792087462,0.5214484679665738,6.607640189293838,23.832143603812547,198.8351485106321,4.12376527778965,8.187709218346699,0.8221313890895465,198.8351485106321
V01,41.02430101154983,0.7000618900132708,0.5329861111111112,5.92765943965944,25.89778939378939,199.69137999538,2.3117539594341463,7.52397380963922,0.8691503341665652,199.69137999538
V01,36.491326332350184,0.5781217245679042,0.5149911816578483,6.6463836540342305,24.91672721748757,194.89090702553082,9.317257260072472,9.296262698636724,0.7510533385991549,194.89090702553082
V01,30.830318774916886,0.6827289901089372,1.894267515923567,6.776294318172746,28.839450658236135,194.3717058255295,5.4639817994862545,8.798625050824,0.8029086562640724,194.3717058255295
